# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 172K of event 'cycles:P'
# Event count (approx.): 825463650699
#
# Overhead  Command       Shared Object        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  ...................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] task_sched_runtime
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] blk_map_iter_next
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084a32
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] free_tail_page_prepare
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] folios_put_refs
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df24
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] put_cpu_partial
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df96
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] do_raw_spin_lock
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008ded4
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __lock_text_start
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] obj_cgroup_uncharge_pages
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000847e2
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] handle_mm_fault
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] node_dirty_ok
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008317c
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000825d0
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df10
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_mpage_readpages
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] propagate_protected_usage
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] jbd2_journal_try_to_free_buffers
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __mem_cgroup_uncharge_folios
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] file_update_time_flags
     0.00%  rocksdb:low   db_bench             [.] rocksdb::ReadTablePropertiesHelper(rocksdb::ReadOptions const&, rocksdb::BlockHandle const&, rocksdb::RandomAccessFileReader*, rocksdb::FilePrefetchBuffer*, rocksdb::Footer const&, rocksdb::ImmutableOptions const&, std::unique_ptr<rocksdb::TableProperties, std::default_delete<rocksdb::TableProperties> >*, rocksdb::MemoryAllocator*)
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] page_counter_try_charge
     0.00%  rocksdb:low   db_bench             [.] rocksdb::WritableFileWriter::Flush(rocksdb::IOOptions const&)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008436e
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] complete_walk
     0.00%  rocksdb:low   db_bench             [.] rocksdb::GetPerfLevel()
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084620
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] truncate_inode_pages_range
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000009c602
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] dd_dispatch_request
     0.00%  rocksdb:high  db_bench             [.] bool rocksdb::BlockIter<rocksdb::Slice>::ParseNextKey<rocksdb::DecodeEntry, true>(bool*)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008371a
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] force_page_cache_ra
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_mark_iloc_dirty
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] sg_alloc_table_chained
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083f30
     0.00%  rocksdb:high  db_bench             [.] rocksdb::NewMergingIterator(rocksdb::InternalKeyComparator const*, rocksdb::InternalIteratorBase<rocksdb::Slice>**, int, rocksdb::Arena*, bool)
     0.00%  rocksdb:low   libc.so.6            [.] strlen
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] drain_stock
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_validate_block_bitmap
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] dma_direct_map_sg
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBuilder::Reset()
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] blkcg_maybe_throttle_current
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] scsi_alloc_sgtables
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ufshcd_queuecommand
     0.00%  rocksdb:low   db_bench             [.] pthread_mutex_unlock@plt
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] rseq_get_rseq_cs_ptr_val
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __filemap_add_folio
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __free_frozen_pages
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] bio_alloc_bioset
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084840
     0.00%  db_bench      [kernel.kallsyms]    [k] task_work_run
     0.00%  rocksdb:low   db_bench             [.] rocksdb::CompactionPicker::GetRange(rocksdb::CompactionInputFiles const&, rocksdb::InternalKey*, rocksdb::InternalKey*) const
     0.00%  db_bench      [kernel.kallsyms]    [k] mnt_get_write_access_file
     0.00%  db_bench      [kernel.kallsyms]    [k] sched_balance_update_blocked_averages
     0.00%  db_bench      [kernel.kallsyms]    [k] mas_prev_slot
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] submit_bio_noacct_nocheck
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_inode_table
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] xas_nomem
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] refill_stock
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df7e
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_get_inode_loc
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::WriteMaybeCompressedBlock(rocksdb::Slice const&, rocksdb::CompressionType, rocksdb::BlockHandle*, rocksdb::BlockType, rocksdb::Slice const*, bool*)
     0.00%  db_bench      libc.so.6            [.] 0x0000000000054daa
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] mpage_prepare_extent_to_map
     0.00%  db_bench      libc.so.6            [.] 0x0000000000074f54
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] domain_dirty_avail
     0.00%  db_bench      [kernel.kallsyms]    [k] from_kgid
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] folio_remove_rmap_ptes
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] filemap_get_folios_tag
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] rb_insert_color
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_sb_block_valid
     0.00%  rocksdb:low   db_bench             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose()
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __folio_start_writeback
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008de94
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000835b0
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] vm_normal_page
     0.00%  rocksdb:high  libc.so.6            [.] 0x00000000000849be
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] blk_mq_dispatch_list
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_do_writepages
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000083700
     0.00%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTable::Open(rocksdb::ReadOptions const&, rocksdb::ImmutableOptions const&, rocksdb::EnvOptions const&, rocksdb::BlockBasedTableOptions const&, rocksdb::InternalKeyComparator const&, std::unique_ptr<rocksdb::RandomAccessFileReader, std::default_delete<rocksdb::RandomAccessFileReader> >&&, unsigned long, unsigned char, std::unique_ptr<rocksdb::TableReader, std::default_delete<rocksdb::TableReader> >*, unsigned long, std::shared_ptr<rocksdb::CacheReservationManager>, std::shared_ptr<rocksdb::SliceTransform const> const&, rocksdb::UnownedPtr<rocksdb::CompressionManager>, bool, bool, int, bool, unsigned long, bool, rocksdb::TailPrefetchStats*, rocksdb::BlockCacheTracer*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::array<unsigned long, 2ul>, bool)
     0.00%  rocksdb:low   libc.so.6            [.] pthread_mutex_lock
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] blk_mq_dispatch_list
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] node_dirty_ok
     0.00%  rocksdb:high  libc.so.6            [.] 0x00000000000849ec
     0.00%  rocksdb:high  libc.so.6            [.] pthread_mutex_lock
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_mb_regular_allocator
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] do_writepages
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] mb_clear_bits
     0.00%  db_bench      [kernel.kallsyms]    [k] get_jiffies_update
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_bread_batch
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] xas_load
     0.00%  rocksdb:high  libc.so.6            [.] 0x00000000000849ce
     0.00%  rocksdb:low   db_bench             [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const [clone .isra.0]
     0.00%  rocksdb:low   db_bench             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [clone .isra.0]
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] count_memcg_events
     0.00%  rocksdb:low   libstdc++.so.6.0.35  [.] std::locale::operator=(std::locale const&)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000082596
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] jbd2_journal_get_write_access
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000836f0
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008318e
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] folio_mark_accessed
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] security_inode_init_security
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] folio_unlock
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000082590
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083598
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] folio_prealloc.isra.0
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] update_sd_lb_stats.constprop.0
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] blk_mq_get_tag
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] bio_add_page
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008354e
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] wbc_account_cgroup_owner
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_block_bitmap_csum_set
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000009adfe
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] sched_balance_update_blocked_averages
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000082624
     0.00%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::~BlockBasedTableBuilder()
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] thread_cpu_clock_get
     0.00%  rocksdb:high  db_bench             [.] rocksdb::MetaIndexBuilder::Add(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, rocksdb::BlockHandle const&)
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] free_pages_and_swap_cache
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] filemap_get_entry
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __asm_copy_to_user
     0.00%  rocksdb:high  db_bench             [.] rocksdb::VersionStorageInfo::UpdateFilesByCompactionPri(rocksdb::ImmutableOptions const&, rocksdb::MutableCFOptions const&)
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dfa0
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] memcg_page_state
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __folio_throttle_swaprate
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] task_work_run
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] irqentry_exit_to_user_mode
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000825b4
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] d_lookup
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084702
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __ext4_journal_get_write_access
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df14
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000825c4
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_superblock_csum_set
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849c0
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084a16
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000836ee
     0.00%  rocksdb:high  db_bench             [.] void std::__adjust_heap<__gnu_cxx::__normal_iterator<rocksdb::(anonymous namespace)::Fsize*, std::vector<rocksdb::(anonymous namespace)::Fsize, std::allocator<rocksdb::(anonymous namespace)::Fsize> > >, long, rocksdb::(anonymous namespace)::Fsize, __gnu_cxx::__ops::_Iter_comp_iter<rocksdb::(anonymous namespace)::SortFileByOverlappingRatio(rocksdb::InternalKeyComparator const&, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> > const&, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> > const&, rocksdb::SystemClock*, int, int, unsigned long, std::vector<rocksdb::(anonymous namespace)::Fsize, std::allocator<rocksdb::(anonymous namespace)::Fsize> >*)::{lambda(rocksdb::(anonymous namespace)::Fsize const&, rocksdb::(anonymous namespace)::Fsize const&)#1}> >(__gnu_cxx::__normal_iterator<rocksdb::(anonymous namespace)::Fsize*, std::vector<rocksdb::(anonymous namespace)::Fsize, std::allocator<rocksdb::(anonymous namespace)::Fsize> > >, long, long, rocksdb::(anonymous namespace)::Fsize, __gnu_cxx::__ops::_Iter_comp_iter<rocksdb::(anonymous namespace)::SortFileByOverlappingRatio(rocksdb::InternalKeyComparator const&, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> > const&, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> > const&, rocksdb::SystemClock*, int, int, unsigned long, std::vector<rocksdb::(anonymous namespace)::Fsize, std::allocator<rocksdb::(anonymous namespace)::Fsize> >*)::{lambda(rocksdb::(anonymous namespace)::Fsize const&, rocksdb::(anonymous namespace)::Fsize const&)#1}>)
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000841f8
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] page_counter_try_charge
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] domain_dirty_limits
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] inode_reserved_space
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __riscv_sys_write
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008265e
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] folio_add_new_anon_rmap
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_file_write_iter
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008341a
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000083192
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082652
     0.00%  db_bench      [kernel.kallsyms]    [k] pte_offset_map_rw_nolock
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084312
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082672
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008262a
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084050
     0.00%  db_bench      [kernel.kallsyms]    [k] ext4_reserve_inode_write
     0.00%  db_bench      [kernel.kallsyms]    [k] irqentry_exit_to_user_mode
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df88
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008da22
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df30
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f38
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] mod_memcg_state
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083562
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] block_write_end
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082682
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_generic_write_checks
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] file_remove_privs_flags
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000084388
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] folio_add_new_anon_rmap
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __folio_throttle_swaprate
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008432e
     0.00%  rocksdb:high  db_bench             [.] operator delete(void*, unsigned long)@plt
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008355a
     0.00%  rocksdb:low   db_bench             [.] rocksdb::PosixWritableFile::GetFileSize(rocksdb::IOOptions const&, rocksdb::IODebugContext*)
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849e0
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] alloc_slab_obj_exts
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] jbd2_write_access_granted
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] change_protection
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084886
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] propagate_protected_usage
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] migrate_folio_done
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849ec
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTable::Open(rocksdb::ReadOptions const&, rocksdb::ImmutableOptions const&, rocksdb::EnvOptions const&, rocksdb::BlockBasedTableOptions const&, rocksdb::InternalKeyComparator const&, std::unique_ptr<rocksdb::RandomAccessFileReader, std::default_delete<rocksdb::RandomAccessFileReader> >&&, unsigned long, unsigned char, std::unique_ptr<rocksdb::TableReader, std::default_delete<rocksdb::TableReader> >*, unsigned long, std::shared_ptr<rocksdb::CacheReservationManager>, std::shared_ptr<rocksdb::SliceTransform const> const&, rocksdb::UnownedPtr<rocksdb::CompressionManager>, bool, bool, int, bool, unsigned long, bool, rocksdb::TailPrefetchStats*, rocksdb::BlockCacheTracer*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::array<unsigned long, 2ul>, bool)
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df08
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000835d0
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000846ea
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] balance_dirty_pages
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000084168
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008364e
     0.00%  rocksdb:low   db_bench             [.] std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, rocksdb::stl_wrappers::LessOfComparator, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [clone .isra.0]
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000082582
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084a0e
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df38
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084516
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000840e6
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df5c
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_mb_prefetch
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] lock_vma_under_rcu
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df1c
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] pte_offset_map_rw_nolock
     0.00%  db_bench      [kernel.kallsyms]    [k] __folio_mod_stat
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084322
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __folio_batch_add_and_move
     0.00%  db_bench      [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000082006
     0.00%  rocksdb:high  db_bench             [.] rocksdb::BlockBasedTableBuilder::Rep::SetStatus(rocksdb::Status const&)
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] posix_cpu_clock_get
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] blk_cgroup_congested
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_da_write_end
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083358
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008263e
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084720
     0.00%  rocksdb:low   db_bench             [.] rocksdb::(anonymous namespace)::PosixClock::CPUMicros()
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000841d2
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] down_read_trylock
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000825bc
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f7e
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008df5c
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f52
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_da_write_begin
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] handle_page_fault
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __pte_offset_map_lock
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083666
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] up_write
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008dee4
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] bio_submit_split_bioset
     0.00%  rocksdb:low   libc.so.6            [.] __mprotect
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083fc2
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008365e
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008def0
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000084a20
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] perf_event_mmap_output
     0.00%  db_bench      libc.so.6            [.] 0x000000000008df7c
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000083f90
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_da_write_end
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] __lruvec_stat_mod_folio
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008da18
     0.00%  rocksdb:low   libc.so.6            [.] 0x00000000000849d6
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083366
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008df2c
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008353c
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008de9c
     0.00%  db_bench      [kernel.kallsyms]    [k] jbd2_journal_get_write_access
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] rb_next
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] new_slab
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000083f78
     0.00%  db_bench      [kernel.kallsyms]    [k] pud_offset
     0.00%  rocksdb:high  libc.so.6            [.] 0x0000000000083f0a
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] copy_folio_from_iter_atomic
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] mprotect_fixup
     0.00%  rocksdb:low   db_bench             [.] rocksdb::BlockBasedTableBuilder::Rep::SetStatus(rocksdb::Status const&)
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008336a
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] __mark_inode_dirty
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] ext4_fill_raw_inode
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083888
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008d9ec
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] jbd2_write_access_granted
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008353e
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] inode_to_bdi
     0.00%  rocksdb:high  db_bench             [.] operator new(unsigned long)@plt
     0.00%  rocksdb:high  [kernel.kallsyms]    [k] generic_write_checks
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083f28
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ktime_get_coarse_real_ts64_mg
     0.00%  rocksdb:low   libc.so.6            [.] 0x000000000008472c
     0.00%  db_bench      [kernel.kallsyms]    [k] __ext4_journal_get_write_access
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000074f76
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] ext4_meta_trans_blocks
     0.00%  rocksdb:high  libc.so.6            [.] 0x000000000008defc
     0.00%  db_bench      [kernel.kallsyms]    [k] p4d_offset
     0.00%  rocksdb:low   libc.so.6            [.] memset
     0.00%  rocksdb:low   [kernel.kallsyms]    [k] fscrypt_setup_filename
     0.00%  rocksdb:low   libc.so.6            [.] 0x0000000000083f22
